,Date,Open,High,Low,Close,Adj Close,Volume,Action
1000,2004-12-28,1204.920044,1213.540039,1204.920044,1213.540039,1213.540039,983000000,0
1001,2004-12-29,1213.540039,1213.849976,1210.949951,1213.449951,1213.449951,925900000,0
1002,2004-12-30,1213.449951,1216.469971,1213.410034,1213.550049,1213.550049,829800000,0
1003,2004-12-31,1213.550049,1217.329956,1211.650024,1211.920044,1211.920044,786900000,-1
1004,2005-01-03,1211.920044,1217.800049,1200.319946,1202.079956,1202.079956,1510800000,1
1005,2005-01-04,1202.079956,1205.839966,1185.390015,1188.050049,1188.050049,1721000000,0
1006,2005-01-05,1188.050049,1192.72998,1183.719971,1183.73999,1183.73999,1738900000,1
1007,2005-01-06,1183.73999,1191.630005,1183.27002,1187.890015,1187.890015,1569100000,-1
1008,2005-01-07,1187.890015,1192.199951,1182.160034,1186.189941,1186.189941,1477900000,0
1009,2005-01-10,1186.189941,1194.780029,1184.800049,1190.25,1190.25,1490400000,1
1010,2005-01-11,1190.25,1190.25,1180.430054,1182.98999,1182.98999,1488800000,0
1011,2005-01-12,1182.98999,1187.920044,1175.640015,1187.699951,1187.699951,1562100000,0
1012,2005-01-13,1187.699951,1187.699951,1175.810059,1177.449951,1177.449951,1510300000,-1
1013,2005-01-14,1177.449951,1185.209961,1177.449951,1184.52002,1184.52002,1335400000,0
1014,2005-01-18,1184.52002,1195.97998,1180.099976,1195.97998,1195.97998,1596800000,0
1015,2005-01-19,1195.97998,1195.97998,1184.410034,1184.630005,1184.630005,1498700000,1
1016,2005-01-20,1184.630005,1184.630005,1173.420044,1175.410034,1175.410034,1692000000,1
1017,2005-01-21,1175.410034,1179.449951,1167.819946,1167.869995,1167.869995,1643500000,0
1018,2005-01-24,1167.869995,1173.030029,1163.75,1163.75,1163.75,1494600000,0
1019,2005-01-25,1163.75,1174.300049,1163.75,1168.410034,1168.410034,1610400000,0
1020,2005-01-26,1168.410034,1175.959961,1168.410034,1174.069946,1174.069946,1635900000,0
1021,2005-01-27,1174.069946,1177.5,1170.150024,1174.550049,1174.550049,1600600000,0
1022,2005-01-28,1174.550049,1175.609985,1166.25,1171.359985,1171.359985,1641800000,0
1023,2005-01-31,1171.359985,1182.069946,1171.359985,1181.27002,1181.27002,1679800000,0
1024,2005-02-01,1181.27002,1190.390015,1180.949951,1189.410034,1189.410034,1681980000,0
1025,2005-02-02,1189.410034,1195.25,1188.920044,1193.189941,1193.189941,1561740000,-1
1026,2005-02-03,1193.189941,1193.189941,1185.640015,1189.890015,1189.890015,1554460000,-1
1027,2005-02-04,1189.890015,1203.469971,1189.670044,1203.030029,1203.030029,1648160000,0
1028,2005-02-07,1203.030029,1204.150024,1199.27002,1201.719971,1201.719971,1347270000,0
1029,2005-02-08,1201.719971,1205.109985,1200.160034,1202.300049,1202.300049,1416170000,1
1030,2005-02-09,1202.300049,1203.829956,1191.540039,1191.98999,1191.98999,1511040000,0
1031,2005-02-10,1191.98999,1198.75,1191.540039,1197.01001,1197.01001,1491670000,1
1032,2005-02-11,1197.01001,1208.380005,1193.280029,1205.300049,1205.300049,1562300000,0
1033,2005-02-14,1205.300049,1206.930054,1203.589966,1206.140015,1206.140015,1290180000,1
1034,2005-02-15,1206.140015,1212.439941,1205.52002,1210.119995,1210.119995,1527080000,0
1035,2005-02-16,1210.119995,1212.439941,1205.060059,1210.339966,1210.339966,1490100000,0
1036,2005-02-17,1210.339966,1211.329956,1200.73999,1200.75,1200.75,1580120000,0
1037,2005-02-18,1200.75,1202.920044,1197.349976,1201.589966,1201.589966,1551200000,0
1038,2005-02-22,1201.589966,1202.47998,1184.160034,1184.160034,1184.160034,1744940000,0
1039,2005-02-23,1184.160034,1193.52002,1184.160034,1190.800049,1190.800049,1501090000,0
1040,2005-02-24,1190.800049,1200.420044,1187.800049,1200.199951,1200.199951,1518750000,0
1041,2005-02-25,1200.199951,1212.150024,1199.609985,1211.369995,1211.369995,1523680000,0
1042,2005-02-28,1211.369995,1211.369995,1198.130005,1203.599976,1203.599976,1795480000,0
1043,2005-03-01,1203.599976,1212.25,1203.599976,1210.410034,1210.410034,1708060000,0
1044,2005-03-02,1210.410034,1215.790039,1204.219971,1210.079956,1210.079956,1568540000,0
1045,2005-03-03,1210.079956,1215.719971,1204.449951,1210.469971,1210.469971,1616240000,0
1046,2005-03-04,1210.469971,1224.76001,1210.469971,1222.119995,1222.119995,1636820000,-1
1047,2005-03-07,1222.119995,1229.109985,1222.119995,1225.310059,1225.310059,1488830000,-1
1048,2005-03-08,1225.310059,1225.689941,1218.569946,1219.430054,1219.430054,1523090000,0
1049,2005-03-09,1219.430054,1219.430054,1206.660034,1207.01001,1207.01001,1704970000,-1
1050,2005-03-10,1207.01001,1211.22998,1201.410034,1209.25,1209.25,1604020000,-1
1051,2005-03-11,1209.25,1213.040039,1198.150024,1200.079956,1200.079956,1449820000,0
1052,2005-03-14,1200.079956,1206.829956,1199.51001,1206.829956,1206.829956,1437430000,0
1053,2005-03-15,1206.829956,1210.540039,1197.75,1197.75,1197.75,1513530000,-1
1054,2005-03-16,1197.75,1197.75,1185.609985,1188.069946,1188.069946,1653190000,0
1055,2005-03-17,1188.069946,1193.280029,1186.339966,1190.209961,1190.209961,1581930000,0
1056,2005-03-18,1190.209961,1191.97998,1182.780029,1189.650024,1189.650024,2344370000,0
1057,2005-03-21,1189.650024,1189.650024,1178.819946,1183.780029,1183.780029,1819440000,0
1058,2005-03-22,1183.780029,1189.589966,1171.630005,1171.709961,1171.709961,2114470000,0
1059,2005-03-23,1171.709961,1176.26001,1168.699951,1172.530029,1172.530029,2246870000,1
1060,2005-03-24,1172.530029,1180.109985,1171.420044,1171.420044,1171.420044,1721720000,0
1061,2005-03-28,1171.420044,1179.910034,1171.420044,1174.280029,1174.280029,1746220000,1
1062,2005-03-29,1174.280029,1179.390015,1163.689941,1165.359985,1165.359985,2223250000,-1
1063,2005-03-30,1165.359985,1181.540039,1165.359985,1181.410034,1181.410034,2097110000,1
1064,2005-03-31,1181.410034,1184.530029,1179.48999,1180.589966,1180.589966,2214230000,0
1065,2005-04-01,1180.589966,1189.800049,1169.910034,1172.920044,1172.920044,2168690000,0
1066,2005-04-04,1172.790039,1178.609985,1167.719971,1176.119995,1176.119995,2079770000,0
1067,2005-04-05,1176.119995,1183.560059,1176.119995,1181.390015,1181.390015,1870800000,1
1068,2005-04-06,1181.390015,1189.339966,1181.390015,1184.069946,1184.069946,1797400000,1
1069,2005-04-07,1184.069946,1191.880005,1183.810059,1191.140015,1191.140015,1900620000,0
1070,2005-04-08,1191.140015,1191.75,1181.130005,1181.199951,1181.199951,1661330000,0
1071,2005-04-11,1181.199951,1184.069946,1178.689941,1181.209961,1181.209961,1525310000,0
1072,2005-04-12,1181.209961,1190.170044,1170.849976,1187.76001,1187.76001,1979830000,-1
1073,2005-04-13,1187.76001,1187.76001,1171.400024,1173.790039,1173.790039,2049740000,-1
1074,2005-04-14,1173.790039,1174.670044,1161.699951,1162.050049,1162.050049,2355040000,0
1075,2005-04-15,1162.050049,1162.050049,1141.920044,1142.619995,1142.619995,2689960000,0
1076,2005-04-18,1142.619995,1148.920044,1139.800049,1145.97998,1145.97998,2180670000,0
1077,2005-04-19,1145.97998,1154.670044,1145.97998,1152.780029,1152.780029,2142700000,1
1078,2005-04-20,1152.780029,1155.5,1136.150024,1137.5,1137.5,2217050000,0
1079,2005-04-21,1137.5,1159.949951,1137.5,1159.949951,1159.949951,2308560000,-1
1080,2005-04-22,1159.949951,1159.949951,1142.949951,1152.119995,1152.119995,2045880000,0
1081,2005-04-25,1152.119995,1164.050049,1152.119995,1162.099976,1162.099976,1795030000,0
1082,2005-04-26,1162.099976,1164.800049,1151.829956,1151.829956,1151.829956,1959740000,1
1083,2005-04-27,1151.73999,1159.869995,1144.420044,1156.380005,1156.380005,2151520000,0
1084,2005-04-28,1156.380005,1156.380005,1143.219971,1143.219971,1143.219971,2182270000,-1
1085,2005-04-29,1143.219971,1156.969971,1139.189941,1156.849976,1156.849976,2362360000,0
1086,2005-05-02,1156.849976,1162.869995,1154.709961,1162.160034,1162.160034,1980040000,-1
1087,2005-05-03,1162.160034,1166.890015,1156.709961,1161.170044,1161.170044,2167020000,-1
1088,2005-05-04,1161.170044,1176.01001,1161.170044,1175.650024,1175.650024,2306480000,-1
1089,2005-05-05,1175.650024,1178.619995,1166.77002,1172.630005,1172.630005,1997100000,0
1090,2005-05-06,1172.630005,1177.75,1170.5,1171.349976,1171.349976,1707200000,0
1091,2005-05-09,1171.349976,1178.869995,1169.380005,1178.839966,1178.839966,1857020000,-1
1092,2005-05-10,1178.839966,1178.839966,1162.97998,1166.219971,1166.219971,1889660000,0
1093,2005-05-11,1166.219971,1171.77002,1157.709961,1171.109985,1171.109985,1834970000,1
1094,2005-05-12,1171.109985,1173.369995,1157.76001,1159.359985,1159.359985,1995290000,1
1095,2005-05-13,1159.359985,1163.75,1146.180054,1154.050049,1154.050049,2188590000,1
1096,2005-05-16,1154.050049,1165.75,1153.640015,1165.689941,1165.689941,1856860000,-1
1097,2005-05-17,1165.689941,1174.349976,1159.859985,1173.800049,1173.800049,1887260000,0
1098,2005-05-18,1173.800049,1187.900024,1173.800049,1185.560059,1185.560059,2266320000,0
1099,2005-05-19,1185.560059,1191.089966,1184.48999,1191.079956,1191.079956,1775860000,0
1100,2005-05-20,1191.079956,1191.219971,1185.189941,1189.280029,1189.280029,1631750000,0
1101,2005-05-23,1189.280029,1197.439941,1188.76001,1193.859985,1193.859985,1681170000,0
1102,2005-05-24,1193.859985,1195.290039,1189.869995,1194.069946,1194.069946,1681000000,0
1103,2005-05-25,1194.069946,1194.069946,1185.959961,1190.01001,1190.01001,1742180000,-1
1104,2005-05-26,1190.01001,1198.949951,1190.01001,1197.619995,1197.619995,1654110000,0
1105,2005-05-27,1197.619995,1199.560059,1195.280029,1198.780029,1198.780029,1381430000,0
1106,2005-05-31,1198.780029,1198.780029,1191.5,1191.5,1191.5,1840680000,0
1107,2005-06-01,1191.5,1205.640015,1191.030029,1202.219971,1202.219971,1810100000,0
1108,2005-06-02,1202.27002,1204.670044,1198.420044,1204.290039,1204.290039,1813790000,0
1109,2005-06-03,1204.290039,1205.089966,1194.550049,1196.02002,1196.02002,1627520000,0
1110,2005-06-06,1196.02002,1198.780029,1192.75,1197.51001,1197.51001,1547120000,1
1111,2005-06-07,1197.51001,1208.849976,1197.26001,1197.26001,1197.26001,1851370000,0
1112,2005-06-08,1197.26001,1201.969971,1193.329956,1194.670044,1194.670044,1715490000,0
1113,2005-06-09,1194.670044,1201.859985,1191.089966,1200.930054,1200.930054,1824120000,0
1114,2005-06-10,1200.930054,1202.790039,1192.640015,1198.109985,1198.109985,1664180000,0
1115,2005-06-13,1198.109985,1206.030029,1194.51001,1200.819946,1200.819946,1661350000,0
1116,2005-06-14,1200.819946,1207.530029,1200.180054,1203.910034,1203.910034,1698150000,1
1117,2005-06-15,1203.910034,1208.079956,1198.660034,1206.579956,1206.579956,1840440000,0
1118,2005-06-16,1206.550049,1212.099976,1205.469971,1210.959961,1210.959961,1776040000,0
1119,2005-06-17,1210.930054,1219.550049,1210.930054,1216.959961,1216.959961,2407370000,-1
1120,2005-06-20,1216.959961,1219.099976,1210.650024,1216.099976,1216.099976,1714530000,0
1121,2005-06-21,1216.099976,1217.130005,1211.859985,1213.609985,1213.609985,1720700000,-1
1122,2005-06-22,1213.609985,1219.589966,1211.689941,1213.880005,1213.880005,1823250000,0
1123,2005-06-23,1213.880005,1216.449951,1200.719971,1200.72998,1200.72998,2029920000,-1
1124,2005-06-24,1200.72998,1200.900024,1191.449951,1191.569946,1191.569946,2418800000,-1
1125,2005-06-27,1191.569946,1194.329956,1188.300049,1190.689941,1190.689941,1738620000,0
1126,2005-06-28,1190.689941,1202.540039,1190.689941,1201.569946,1201.569946,1772410000,1
1127,2005-06-29,1201.569946,1204.069946,1198.699951,1199.849976,1199.849976,1769280000,-1
1128,2005-06-30,1199.849976,1203.27002,1190.51001,1191.329956,1191.329956,2109490000,0
1129,2005-07-01,1191.329956,1197.890015,1191.329956,1194.439941,1194.439941,1593820000,0
1130,2005-07-05,1194.439941,1206.339966,1192.48999,1204.98999,1204.98999,1805820000,-1
1131,2005-07-06,1204.98999,1206.109985,1194.780029,1194.939941,1194.939941,1883470000,-1
1132,2005-07-07,1194.939941,1198.459961,1183.550049,1197.869995,1197.869995,1952440000,0
1133,2005-07-08,1197.869995,1212.72998,1197.199951,1211.859985,1211.859985,1900810000,1
1134,2005-07-11,1211.859985,1220.030029,1211.859985,1219.439941,1219.439941,1846300000,1
1135,2005-07-12,1219.439941,1225.540039,1216.599976,1222.209961,1222.209961,1932010000,0
1136,2005-07-13,1222.209961,1224.459961,1219.640015,1223.290039,1223.290039,1812500000,-1
1137,2005-07-14,1223.290039,1233.160034,1223.290039,1226.5,1226.5,2048710000,0
1138,2005-07-15,1226.5,1229.530029,1223.5,1227.920044,1227.920044,1716400000,-1
1139,2005-07-18,1227.920044,1227.920044,1221.130005,1221.130005,1221.130005,1582100000,0
1140,2005-07-19,1221.130005,1230.339966,1221.130005,1229.349976,1229.349976,2041280000,-1
1141,2005-07-20,1229.349976,1236.560059,1222.910034,1235.199951,1235.199951,2063340000,1
1142,2005-07-21,1235.199951,1235.829956,1224.699951,1227.040039,1227.040039,2129840000,1
1143,2005-07-22,1227.040039,1234.189941,1226.150024,1233.680054,1233.680054,1766990000,-1
1144,2005-07-25,1233.680054,1238.359985,1228.150024,1229.030029,1229.030029,1717580000,-1
1145,2005-07-26,1229.030029,1234.420044,1229.030029,1231.160034,1231.160034,1934180000,0
1146,2005-07-27,1231.160034,1237.640015,1230.150024,1236.790039,1236.790039,1945800000,0
1147,2005-07-28,1236.790039,1245.150024,1235.810059,1243.719971,1243.719971,2001680000,0
1148,2005-07-29,1243.719971,1245.040039,1234.180054,1234.180054,1234.180054,1789600000,1
1149,2005-08-01,1234.180054,1239.099976,1233.800049,1235.349976,1235.349976,1716870000,-1
1150,2005-08-02,1235.349976,1244.689941,1235.349976,1244.119995,1244.119995,2043120000,0
1151,2005-08-03,1244.119995,1245.859985,1240.569946,1245.040039,1245.040039,1999980000,0
1152,2005-08-04,1245.040039,1245.040039,1235.150024,1235.859985,1235.859985,1981220000,0
1153,2005-08-05,1235.859985,1235.859985,1225.619995,1226.420044,1226.420044,1930280000,0
1154,2005-08-08,1226.420044,1232.280029,1222.670044,1223.130005,1223.130005,1804140000,-1
1155,2005-08-09,1223.130005,1234.109985,1223.130005,1231.380005,1231.380005,1897520000,0
1156,2005-08-10,1231.380005,1242.689941,1226.579956,1229.130005,1229.130005,2172320000,1
1157,2005-08-11,1229.130005,1237.810059,1228.329956,1237.810059,1237.810059,1941560000,0
1158,2005-08-12,1237.810059,1237.810059,1225.869995,1230.390015,1230.390015,1709300000,0
1159,2005-08-15,1230.400024,1236.23999,1226.199951,1233.869995,1233.869995,1562880000,0
1160,2005-08-16,1233.869995,1233.869995,1219.050049,1219.339966,1219.339966,1820410000,0
1161,2005-08-17,1219.339966,1225.630005,1218.069946,1220.23999,1220.23999,1859150000,0
1162,2005-08-18,1220.23999,1222.640015,1215.930054,1219.02002,1219.02002,1808170000,1
1163,2005-08-19,1219.02002,1225.079956,1219.02002,1219.709961,1219.709961,1558790000,0
1164,2005-08-22,1219.709961,1228.959961,1216.469971,1221.72998,1221.72998,1621330000,-1
1165,2005-08-23,1221.72998,1223.040039,1214.439941,1217.589966,1217.589966,1678620000,0
1166,2005-08-24,1217.569946,1224.150024,1209.369995,1209.589966,1209.589966,1930800000,0
1167,2005-08-25,1209.589966,1213.72998,1209.569946,1212.369995,1212.369995,1571110000,1
1168,2005-08-26,1212.400024,1212.400024,1204.22998,1205.099976,1205.099976,1541090000,0
1169,2005-08-29,1205.099976,1214.280029,1201.530029,1212.280029,1212.280029,1599450000,-1
1170,2005-08-30,1212.280029,1212.280029,1201.069946,1208.410034,1208.410034,1916470000,0
1171,2005-08-31,1208.410034,1220.359985,1204.400024,1220.329956,1220.329956,2365510000,0
1172,2005-09-01,1220.329956,1227.290039,1216.180054,1221.589966,1221.589966,2229860000,-1
1173,2005-09-02,1221.589966,1224.449951,1217.75,1218.02002,1218.02002,1640160000,0
1174,2005-09-06,1218.02002,1233.609985,1218.02002,1233.390015,1233.390015,1932090000,-1
1175,2005-09-07,1233.390015,1237.060059,1230.930054,1236.359985,1236.359985,2067700000,0
1176,2005-09-08,1236.359985,1236.359985,1229.51001,1231.670044,1231.670044,1955380000,0
1177,2005-09-09,1231.670044,1243.130005,1231.670044,1241.47998,1241.47998,1992560000,0
1178,2005-09-12,1241.47998,1242.599976,1239.150024,1240.560059,1240.560059,1938050000,0
1179,2005-09-13,1240.569946,1240.569946,1231.199951,1231.199951,1231.199951,2082360000,0
1180,2005-09-14,1231.199951,1234.73999,1226.160034,1227.160034,1227.160034,1986750000,0
1181,2005-09-15,1227.160034,1231.880005,1224.849976,1227.72998,1227.72998,2079340000,0
1182,2005-09-16,1228.420044,1237.949951,1228.420044,1237.910034,1237.910034,3152470000,0
1183,2005-09-19,1237.910034,1237.910034,1227.650024,1231.02002,1231.02002,2076540000,0
1184,2005-09-20,1231.02002,1236.48999,1220.069946,1221.339966,1221.339966,2319250000,1
1185,2005-09-21,1221.339966,1221.52002,1209.890015,1210.199951,1210.199951,2548150000,1
1186,2005-09-22,1210.199951,1216.640015,1205.349976,1214.619995,1214.619995,2424720000,1
1187,2005-09-23,1214.619995,1218.829956,1209.800049,1215.290039,1215.290039,1973020000,-1
1188,2005-09-26,1215.290039,1222.560059,1211.839966,1215.630005,1215.630005,2022220000,0
1189,2005-09-27,1215.630005,1220.170044,1211.109985,1215.660034,1215.660034,1976270000,-1
1190,2005-09-28,1215.660034,1220.97998,1212.719971,1216.890015,1216.890015,2106980000,-1
1191,2005-09-29,1216.890015,1228.699951,1211.540039,1227.680054,1227.680054,2176120000,-1
1192,2005-09-30,1227.680054,1229.569946,1225.219971,1228.810059,1228.810059,2097520000,0
1193,2005-10-03,1228.810059,1233.339966,1225.150024,1226.699951,1226.699951,2097490000,-1
1194,2005-10-04,1226.699951,1229.880005,1214.02002,1214.469971,1214.469971,2341420000,1
1195,2005-10-05,1214.469971,1214.469971,1196.25,1196.390015,1196.390015,2546780000,0
1196,2005-10-06,1196.390015,1202.140015,1181.920044,1191.48999,1191.48999,2792030000,0
1197,2005-10-07,1191.48999,1199.709961,1191.459961,1195.900024,1195.900024,2126080000,0
1198,2005-10-10,1195.900024,1196.52002,1186.119995,1187.329956,1187.329956,2195990000,0
1199,2005-10-11,1187.329956,1193.099976,1183.160034,1184.869995,1184.869995,2299040000,0
1200,2005-10-12,1184.869995,1190.02002,1173.650024,1177.680054,1177.680054,2491280000,-1
1201,2005-10-13,1177.680054,1179.560059,1168.199951,1176.839966,1176.839966,2351150000,0
1202,2005-10-14,1176.839966,1187.130005,1175.439941,1186.569946,1186.569946,2188940000,0
1203,2005-10-17,1186.569946,1191.209961,1184.47998,1190.099976,1190.099976,2054570000,0
1204,2005-10-18,1190.099976,1190.099976,1178.130005,1178.140015,1178.140015,2197010000,1
1205,2005-10-19,1178.140015,1195.76001,1170.550049,1195.76001,1195.76001,2703590000,0
1206,2005-10-20,1195.76001,1197.300049,1173.300049,1177.800049,1177.800049,2617250000,0
1207,2005-10-21,1177.800049,1186.459961,1174.920044,1179.589966,1179.589966,2470920000,1
1208,2005-10-24,1179.589966,1199.390015,1179.589966,1199.380005,1199.380005,2197790000,0
1209,2005-10-25,1199.380005,1201.300049,1189.290039,1196.540039,1196.540039,2312470000,1
1210,2005-10-26,1196.540039,1204.01001,1191.380005,1191.380005,1191.380005,2467750000,-1
1211,2005-10-27,1191.380005,1192.650024,1178.890015,1178.900024,1178.900024,2395370000,0
1212,2005-10-28,1178.900024,1198.410034,1178.900024,1198.410034,1198.410034,2379400000,0
1213,2005-10-31,1198.410034,1211.430054,1198.410034,1207.01001,1207.01001,2567470000,1
1214,2005-11-01,1207.01001,1207.339966,1201.660034,1202.76001,1202.76001,2457850000,0
1215,2005-11-02,1202.76001,1215.170044,1201.069946,1214.76001,1214.76001,2648090000,0
1216,2005-11-03,1214.76001,1224.699951,1214.76001,1219.939941,1219.939941,2716630000,-1
1217,2005-11-04,1219.939941,1222.52002,1214.449951,1220.140015,1220.140015,2050510000,0
1218,2005-11-07,1220.140015,1224.180054,1217.290039,1222.810059,1222.810059,1987580000,0
1219,2005-11-08,1222.810059,1222.810059,1216.079956,1218.589966,1218.589966,1965050000,0
1220,2005-11-09,1218.589966,1226.589966,1216.530029,1220.650024,1220.650024,2214460000,0
1221,2005-11-10,1220.650024,1232.410034,1215.050049,1230.959961,1230.959961,2378460000,0
1222,2005-11-11,1230.959961,1235.699951,1230.719971,1234.719971,1234.719971,1773140000,0
1223,2005-11-14,1234.719971,1237.199951,1231.780029,1233.76001,1233.76001,1899780000,-1
1224,2005-11-15,1233.76001,1237.939941,1226.410034,1229.01001,1229.01001,2359370000,0
1225,2005-11-16,1229.01001,1232.23999,1227.180054,1231.209961,1231.209961,2121580000,0
1226,2005-11-17,1231.209961,1242.959961,1231.209961,1242.800049,1242.800049,2298040000,-1
1227,2005-11-18,1242.800049,1249.579956,1240.709961,1248.27002,1248.27002,2453290000,0
1228,2005-11-21,1248.27002,1255.890015,1246.900024,1254.849976,1254.849976,2117350000,-1
1229,2005-11-22,1254.849976,1261.900024,1251.400024,1261.22998,1261.22998,2291420000,-1
1230,2005-11-23,1261.22998,1270.640015,1259.51001,1265.609985,1265.609985,1985400000,1
1231,2005-11-25,1265.609985,1268.780029,1265.540039,1268.25,1268.25,724940000,0
1232,2005-11-28,1268.25,1268.439941,1257.170044,1257.459961,1257.459961,2016900000,0
1233,2005-11-29,1257.459961,1266.180054,1257.459961,1257.47998,1257.47998,2268340000,0
1234,2005-11-30,1257.47998,1260.930054,1249.390015,1249.47998,1249.47998,2374690000,0
1235,2005-12-01,1249.47998,1266.170044,1249.47998,1264.670044,1264.670044,2614830000,0
1236,2005-12-02,1264.670044,1266.849976,1261.420044,1265.079956,1265.079956,2125580000,-1
1237,2005-12-05,1265.079956,1265.079956,1258.119995,1262.089966,1262.089966,2325840000,1
1238,2005-12-06,1262.089966,1272.890015,1262.089966,1263.699951,1263.699951,2110740000,0
1239,2005-12-07,1263.699951,1264.849976,1253.02002,1257.369995,1257.369995,2093830000,0
1240,2005-12-08,1257.369995,1263.359985,1250.910034,1255.839966,1255.839966,2178300000,1
1241,2005-12-09,1255.839966,1263.079956,1254.23999,1259.369995,1259.369995,1896290000,1
1242,2005-12-12,1259.369995,1263.859985,1255.52002,1260.430054,1260.430054,1876550000,0
1243,2005-12-13,1260.430054,1272.109985,1258.560059,1267.430054,1267.430054,2390020000,0
1244,2005-12-14,1267.430054,1275.800049,1267.069946,1272.73999,1272.73999,2145520000,0
1245,2005-12-15,1272.73999,1275.170044,1267.73999,1270.939941,1270.939941,2180590000,-1
1246,2005-12-16,1270.939941,1275.23999,1267.319946,1267.319946,1267.319946,2584190000,0
1247,2005-12-19,1267.319946,1270.51001,1259.280029,1259.920044,1259.920044,2208810000,0
1248,2005-12-20,1259.920044,1263.859985,1257.209961,1259.619995,1259.619995,1996690000,0
1249,2005-12-21,1259.619995,1269.369995,1259.619995,1262.790039,1262.790039,2065170000,0
1250,2005-12-22,1262.790039,1268.189941,1262.5,1268.119995,1268.119995,1888500000,0
1251,2005-12-23,1268.119995,1269.76001,1265.920044,1268.660034,1268.660034,1285810000,0
1252,2005-12-27,1268.660034,1271.829956,1256.540039,1256.540039,1256.540039,1540470000,-1
1253,2005-12-28,1256.540039,1261.099976,1256.540039,1258.170044,1258.170044,1422360000,1
1254,2005-12-29,1258.170044,1260.609985,1254.180054,1254.420044,1254.420044,1382540000,-1
1255,2005-12-30,1254.420044,1254.420044,1246.589966,1248.290039,1248.290039,1443500000,-1
1256,2006-01-03,1248.290039,1270.219971,1245.73999,1268.800049,1268.800049,2554570000,0
1257,2006-01-04,1268.800049,1275.369995,1267.73999,1273.459961,1273.459961,2515330000,0
1258,2006-01-05,1273.459961,1276.910034,1270.300049,1273.47998,1273.47998,2433340000,1
1259,2006-01-06,1273.47998,1286.089966,1273.47998,1285.449951,1285.449951,2446560000,-1
1260,2006-01-09,1285.449951,1290.780029,1284.819946,1290.150024,1290.150024,2301490000,0
1261,2006-01-10,1290.150024,1290.150024,1283.76001,1289.689941,1289.689941,2373080000,0
1262,2006-01-11,1289.719971,1294.900024,1288.119995,1294.180054,1294.180054,2406130000,0
1263,2006-01-12,1294.180054,1294.180054,1285.040039,1286.060059,1286.060059,2318350000,0
1264,2006-01-13,1286.060059,1288.959961,1282.780029,1287.609985,1287.609985,2206510000,-1
